,LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
15797,Dog Individual Spayed Female,CHIHUAHUA MIX,TAN,DAISY,15136,2017,2/23/2017 11:00
15798,Dog Individual Spayed Female,LABRADOODLE,RED,GEMMA,15237,2017,1/3/2017 14:04
15799,Dog Individual Neutered Male,FRENCH BULLDOG,WHITE/BLACK,GRAVY,15228,2017,12/15/2016 16:02
15800,Dog Individual Spayed Female,TAG,CREAM,LADY,15129,2017,12/13/2016 14:17
15801,Dog Individual Neutered Male,POODLE MIX,APRICOT,MURPHY,15108,2017,1/18/2017 16:11
15802,Dog Individual Neutered Male,TAG,CINNAMON,PUPPY,15129,2017,12/13/2016 14:17
15803,Dog Individual Neutered Male,HAVANESE,WHITE/BLACK/BROWN,ROCKY,15238,2017,1/11/2017 14:40
15804,Dog Individual Neutered Male,BISHON FRISE MIX,WHITE/APRICOT,SNOOPY,15129,2017,1/24/2017 10:13
15805,Dog Individual Female,DACHSHUND,BLACK/BROWN,WINNIE,15146,2017,1/17/2017 9:11
15806,Dog Individual Female,YORKSHIRE TERRIER,WHITE/GREY,BELLA,15234,2017,2/13/2017 11:54
15807,Dog Individual Neutered Male,TAG,WHITE,DEXTER,15221,2017,12/14/2016 16:17
15808,Dog Individual Neutered Male,BOXER,WHITE/BLACK,CISCO,15234,2017,1/24/2017 10:14
15809,Dog Individual Spayed Female,MIXED,WHITE/TAN,LUNA,15101,2017,2/2/2017 9:43
15810,Dog Individual Spayed Female,PUG,BROWN,EMMY,15101,2017,2/2/2017 9:43
15811,Dog Individual Male,GOLDEN RETRIEVER,BROWN,NITRO,15135,2017,2/14/2017 8:38
15812,Dog Individual Neutered Male,GOLDEN RETRIEVER,BROWN,NITRO,15135,2017,2/14/2017 8:38
15813,Dog Senior Citizen or Disability Male,ENG COCKER SPANIEL,BLUE,FREDDIE,15063,2017,12/16/2016 16:25
15814,Dog Senior Citizen or Disability Male,DOBERMAN PINSCHER,BLACK/TAN,KURT,15063,2017,12/16/2016 16:25
15815,Dog Individual Neutered Male,PAPILLON,WHITE/BLACK,JACK,15147,2017,1/13/2017 16:25
15816,Dog Individual Spayed Female,MIXED,TAN,NONI,15147,2017,1/13/2017 16:25
15817,Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERR MIX,SPOTTED,CAPONE,15065,2017,1/5/2017 10:04
15818,Dog Individual Neutered Male,MIXED,BROWN,AUGUST,15045,2017,1/25/2017 16:23
15819,Dog Individual Male,AM PITT BULL MIX,BLACK,MONSTER,15110,2017,2/28/2017 16:02
15820,Dog Individual Male,GER SHEPHERD MIX,WHITE/BLACK/BROWN,CODE BLUE,15110,2017,2/28/2017 16:02
15821,Dog Senior Citizen or Disability Male,BEAGLE,WHITE/BLACK,MARTIN,15045,2017,12/9/2016 10:27
15822,Dog Senior Citizen or Disability Male,BEAGLE,BLACK/BROWN,LUKE,15045,2017,12/9/2016 10:27
15823,Dog Individual Neutered Male,MIXED,BROWN,BRODIE,15025,2017,12/14/2016 16:17
15824,Dog Individual Spayed Female,ENG BULLDOG,BRINDLE,SKYLA,15243,2017,1/5/2017 16:35
15825,Dog Individual Neutered Male,MIXED,BLACK/BROWN,ROCKO,15234,2017,1/9/2017 9:11
15826,Dog Individual Neutered Male,MIXED,WHITE/TAN,NIKO,15071,2017,1/17/2017 9:44
15827,Dog Individual Neutered Male,GOLDEN RETRIEVER,GOLD,FLYNN,15044,2017,2/15/2017 15:53
15828,Dog Senior Citizen or Disability Neutered Male,GOLDEN RETRIEVER,WHITE,MACKIE,15101,2017,1/3/2017 14:04
15829,Dog Individual Neutered Male,PUG,BLACK,ROCKY WILES,15236,2017,2/1/2017 12:54
15830,Dog Individual Spayed Female,MIXED,BLACK/BROWN,NAKIA ARENDOSH,15044,2017,2/14/2017 16:10
15831,Dog Individual Spayed Female,MIXED,BROWN,SASHA ARENDOSH,15044,2017,2/14/2017 16:10
15832,Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,SAMPSON,15205,2017,12/16/2016 15:21
15833,Dog Individual Male,AM PIT BULL TERRIER,BROWN,SHILOH,15014,2017,2/10/2017 15:41
15834,Dog Individual Neutered Male,LAB MIX,YELLOW,STEWIE,15227,2017,1/5/2017 16:35
15835,Dog Individual Neutered Male,LAB MIX,BROWN,KEVIN,15227,2017,1/5/2017 16:35
15836,Dog Individual Spayed Female,AM PIT BULL TERRIER,BROWN,SAGE,15120,2017,1/31/2017 9:15
15837,Dog Individual Spayed Female,GREAT PYRENEES,WHITE,MILLIE,15101,2017,1/6/2017 15:30
15838,Dog Individual Male,MALTESE,WHITE,GIZMO,15126,2017,1/6/2017 15:50
15839,Dog Individual Spayed Female,AKITA,BLACK/TAN/WHITE,JADA,15220,2017,12/30/2016 8:29
15840,Dog Individual Female,WEIMARANER,GREY,LUCY CARTER,15044,2017,3/1/2017 14:30
15841,Dog Individual Neutered Male,LABRADOODLE,BROWN,SAMWELL,15215,2017,12/12/2016 8:44
15842,Dog Senior Citizen or Disability Neutered Male,GOLDENDOODLE,BLONDE,JOEY,15234,2017,1/4/2017 9:01
15843,Dog Individual Spayed Female,GER SHEPHERD,SABLE,BABY GIRL NOEL,15071,2017,12/12/2016 16:16
15844,Dog Individual Neutered Male,POMERANIAN MIX,BROWN,TEDDY ALBA,15206,2017,12/14/2016 8:40
15845,Dog Individual Neutered Male,SHIH TZU,BLACK/TAN,COSMO,15239,2017,1/31/2017 9:15
15846,Dog Individual Spayed Female,ENG BULLDOG,BRINDLE,MIA,15106,2017,1/31/2017 11:44
15847,Dog Individual Neutered Male,CHIHUAHUA MIX,RED/BROWN,DUSTY,15110,2017,1/3/2017 8:58
15848,Dog Individual Neutered Male,MIXED,BROWN,EMMETT,15237,2017,1/30/2017 13:52
15849,Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,DALLAS,15024,2017,12/13/2016 15:54
15850,Dog Individual Male,YORKSHIRE TERRIER,BLACK/TAN,RILEY,15065,2017,12/12/2016 15:32
15851,Dog Individual Male,YORKSHIRE TERRIER,BLACK/TAN,RILEY,15065,2017,12/12/2016 15:32
15852,Dog Individual Male,LAB MIX,BLACK,BLAZE,15237,2017,1/26/2017 10:23
15853,Dog Individual Spayed Female,GREAT DANE,BLUE,MARLEY,15237,2017,1/10/2017 16:19
15854,Dog Individual Neutered Male,GREAT DANE,BLUE,MAX,15237,2017,1/10/2017 16:19
15855,Dog Senior Citizen or Disability Spayed Female,BICHON FRISE,WHITE,WILLOW,15202,2017,1/23/2017 10:52
15856,Dog Individual Male,BELG SHEPHERD,BLACK,JAKE,15218,2017,1/10/2017 16:34
15857,Dog Individual Neutered Male,LAB MIX,YELLOW,CHOPPER,15068,2017,1/9/2017 16:01
15858,Dog Individual Neutered Male,MIXED,BLACK,MURRAY,15068,2017,1/9/2017 16:01
15859,Dog Individual Spayed Female,TERRIER MIX,BROWN,DAISY,15068,2017,1/9/2017 16:01
15860,Dog Individual Neutered Male,CHIHUAHUA,TAN,BRO,15236,2017,1/17/2017 12:33
15861,Dog Individual Neutered Male,KARELIAN BEAR DOG,WHITE/BLACK,BUSTER,15236,2017,1/26/2017 11:32
15862,Dog Individual Spayed Female,RETRIEVER MIX,BLACK,HEIDI,15215,2017,1/25/2017 10:03
15863,Dog Individual Neutered Male,BEAGLE,MULTI,HUNTER,15122,2017,3/7/2017 16:02
15864,Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,MAVIS JOY,15228,2017,2/14/2017 16:10
15865,Dog Individual Male,ENG BULLDOG,WHITE/BROWN,OSCAR,15205,2017,1/3/2017 8:58
15866,Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERR MIX,WHITE/BROWN,ROGI,15108,2017,1/10/2017 15:55
15867,Dog Individual Neutered Male,TAG,TAN,RUFUS,15017,2017,1/13/2017 9:49
15868,Dog Senior Citizen or Disability Spayed Female,HAVANESE,WHITE/TAN,SASSY,15108,2017,1/10/2017 15:55
15869,Dog Senior Citizen or Disability Neutered Male,MALTESE,WHITE,SNOWBALL,15108,2017,1/10/2017 15:55
15870,Dog Individual Neutered Male,GREAT DANE,OTHER,BOONE,15215,2017,1/12/2017 10:27
15871,Dog Individual Neutered Male,DACHSHUND,BLACK,HARVEY,15236,2017,1/23/2017 13:32
15872,Dog Individual Female,BLUE HEELER,WHITE/BLACK,BRITT,16046,2017,1/31/2017 9:15
15873,Dog Individual Neutered Male,LABRADOR RETRIEVER,CHOCOLATE,DIESEL,15049,2017,1/26/2017 14:44
15874,Dog Individual Neutered Male,LABRADOR RETRIEVER,YELLOW,MAX,15126,2017,1/25/2017 16:23
15875,Dog Individual Neutered Male,LAB MIX,BROWN,BANDIT,15146,2017,12/19/2016 12:01
15876,Dog Individual Neutered Male,BISHON FRISE MIX,WHITE,JJ,15090,2017,1/3/2017 14:04
15877,Dog Individual Neutered Male,LAB MIX,WHITE/TAN,JAKE,15090,2017,1/3/2017 14:04
15878,Dog Individual Neutered Male,TERRIER MIX,FAWN,TOBY,15090,2017,1/4/2017 9:01
15879,Dog Individual Spayed Female,CHOW CHOW MIX,FAWN,ANNIE,15090,2017,1/5/2017 9:18
15880,Dog Individual Neutered Male,SHIH TZU MIX,WHITE,BENNY,15101,2017,12/30/2016 13:28
15881,Dog Individual Male,ENG BULLDOG,OTHER,RUCKUS,15071,2017,1/24/2017 14:51
15882,Dog Individual Male,AM PIT BULL TERRIER,BLACK WITH WHITE,BEEF CAKE,15209,2017,2/24/2017 13:59
15883,Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK,HOLLY,15235,2017,1/12/2017 16:34
15884,Dog Individual Neutered Male,NEWFOUNDLAND,BLACK,BALOO,15065,2017,12/15/2016 8:36
15885,Dog Individual Spayed Female,OLD ENG SHEEPDOG,WHITE/BLACK,GRACIE ANN,15147,2017,1/4/2017 15:04
15886,Dog Individual Spayed Female,OLD ENG SHEEPDOG,WHITE/BLACK,EMILY MAE,15147,2017,1/3/2017 15:04
15887,Dog Individual Spayed Female,POODLE TOY,WHITE,PEARL,15090,2017,1/3/2017 14:04
15888,Dog Individual Spayed Female,GREAT DANE,WHITE/BLACK,AVA,15108,2017,1/30/2017 13:52
15889,Dog Individual Neutered Male,LABRADOR RETRIEVER,BLACK,BOOMER,15215,2017,12/14/2016 15:14
15890,Dog Individual Neutered Male,BICHON FRISE,WHITE,BUSTER,15143,2017,3/23/2017 11:58
15891,Dog Individual Male,GER SHEPHERD,BLACK/TAN,ECHO,15202,2017,1/4/2017 15:57
15892,Dog Individual Neutered Male,TAG,GOLD,GUS-GUS,15146,2017,3/6/2017 13:54
15893,Dog Individual Neutered Male,BICHON FRISE,WHITE,LINUS,15143,2017,3/23/2017 11:58
15894,Dog Individual Spayed Female,GER SHEPHERD,SABLE,MITZIE POLK,15065,2017,12/15/2016 8:37
15895,Dog Individual Female,CHIHUAHUA,TAN,ROXY,15202,2017,1/4/2017 15:57
15896,Dog Individual Neutered Male,GOLDENDOODLE,GOLD,SIMBA,15146,2017,12/19/2016 15:13
15897,Dog Individual Neutered Male,BICHON FRISE,WHITE,SPIKE,15143,2017,3/23/2017 11:58
15898,Dog Individual Spayed Female,DACHSHUND,RED,RUBY,15202,2017,2/15/2017 15:03
15899,Dog Senior Citizen or Disability Spayed Female,GER SHEPHERD,BLACK/BROWN,LUCCA,15215,2017,2/3/2017 10:09
15900,Dog Senior Citizen or Disability Spayed Female,CHIHUAHUA,BLACK,BELLA,15227,2017,12/13/2016 15:24
15901,Dog Senior Citizen or Disability Male,SCHNAUZER MIN,BLACK,SCHULTZ,15236,2017,2/17/2017 15:08
15902,Dog Senior Citizen or Disability Neutered Male,HALLS HEELER,WHITE/BROWN,EINSTEIN,15090,2017,12/12/2016 9:35
15903,Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,ROSCO,15144,2017,1/13/2017 12:49
15904,Dog Individual Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BAILEY,15024,2017,2/2/2017 9:43
15905,Dog Individual Male,LAB MIX,BLACK,BUD,15144,2017,1/13/2017 12:49
15906,Dog Individual Spayed Female,MIXED,WHITE/BLACK/BROWN,HOLLY,15237,2017,2/7/2017 16:05
15907,Dog Individual Neutered Male,SHIH TZU,SPOTTED,ROSCO,15145,2017,2/14/2017 13:39
15908,Dog Individual Neutered Male,YORKSHIRE TERR MIX,BLACK,BUDDY,15145,2017,2/14/2017 8:38
15909,Dog Individual Neutered Male,BLACKMOUTH CUR,BROWN,CHARLIE,15227,2017,1/3/2017 10:08
15910,Dog Individual Spayed Female,BOXER,BROWN,SOPHIE,15227,2017,1/3/2017 14:04
15911,Dog Senior Citizen or Disability Male,AM PITT BULL MIX,TAN,DUKE,15025,2017,3/14/2017 10:34
15912,Dog Senior Citizen or Disability Male,AM PITT BULL MIX,BLACK WITH WHITE,SMOKEY,15025,2017,3/14/2017 10:34
15913,Dog Individual Female,GER SHEPHERD,BLACK/TAN,ATHENA VON WEISTER,15102,2017,12/22/2016 16:27
15914,Dog Individual Spayed Female,GER SHEPHERD,BLACK/TAN,ATHENA VON WEISTER,15102,2017,12/22/2016 16:27
15915,Dog Individual Spayed Female,JACK RUSSEL TERRIER,WHITE/BROWN,BELLA,15135,2017,1/3/2017 13:11
15916,Dog Individual Neutered Male,PUG,FAWN,CLARENCE,15071,2017,1/3/2017 14:04
15917,Dog Individual Neutered Male,GER SHEPHERD,BLACK/BROWN,BEAST,15065,2017,12/30/2016 8:29
15918,Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,BELLA,15137,2017,1/6/2017 9:07
15919,Dog Individual Neutered Male,TAG,BLACK/BROWN,SPARKY,15057,2017,2/1/2017 9:20
15920,Dog Individual Male,MALTESE,WHITE,WILLIE,15146,2017,12/22/2016 8:56
15921,Dog Individual Neutered Male,MALTESE,WHITE,WILLIE,15146,2017,12/22/2016 8:56
15922,Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,SIDNEY,15122,2017,1/18/2017 9:06
15923,Dog Individual Neutered Male,GREAT PYRENEES,WHITE,PATRON,15108,2017,1/25/2017 9:04
15924,Dog Individual Female,GREAT PYRENEES,WHITE,SCARLETT,15108,2017,1/25/2017 9:04
15925,Dog Senior Citizen or Disability Male,AUS SHEPHERD,BLACK,SCANDALS,15108,2017,12/22/2016 16:28
15926,Dog Senior Citizen or Disability Neutered Male,AUS SHEPHERD,BLACK,SCANDALS,15108,2017,12/22/2016 16:28
15927,Dog Individual Spayed Female,GER SHEPHERD,RED/BROWN,SHANA,15084,2017,1/27/2017 12:25
15928,Dog Individual Spayed Female,MIXED,BRINDLE,TEENY,15235,2017,12/14/2016 12:24
15929,Dog Individual Spayed Female,MIXED,BLACK,MILLIE,15221,2017,2/23/2017 15:00
15930,Dog Individual Female,AM PIT BULL TERRIER,WHITE,SNOWY,15122,2017,3/1/2017 14:30
15931,Dog Individual Male,AM PIT BULL TERRIER,TAN,CHIP,15122,2017,3/1/2017 14:30
15932,Dog Individual Female,AM PIT BULL TERRIER,BROWN,CHLOE,15122,2017,3/1/2017 14:30
15933,Dog Individual License - FREE,GER SHEPHERD,BLACK/BROWN,FETYLS,15237,2017,1/3/2017 9:28
15934,Dog Senior Citizen or Disability Neutered Male,POODLE MIX,BLACK,HENDRIX,15239,2017,12/13/2016 16:03
15935,Dog Individual Neutered Male,GOLDENDOODLE,YELLOW,DUBLIN,15102,2017,1/31/2017 9:15
15936,Dog Individual Neutered Male,BULLMASTIFF,BROWN,CLYDE,15102,2017,3/22/2017 8:38
15937,Dog Individual Spayed Female,LAB MIX,BRINDLE,BELLA,15017,2017,3/8/2017 15:53
15938,Dog Individual Neutered Male,CHIHUAHUA,WHITE/BLACK,PEEWEE,15065,2017,3/20/2017 8:26
15939,Dog Individual Male,PEEKAPOO,WHITE/BLACK,ROCKO,15108,2017,1/9/2017 16:38
15940,Dog Individual Neutered Male,PEEKAPOO,WHITE/BLACK,ROCKO,15108,2017,1/9/2017 16:38
15941,Dog Individual Neutered Male,TAG,WHITE/BLACK,BOBDOG,15218,2017,3/3/2017 15:09
15942,Dog Individual Spayed Female,POODLE TOY,WHITE,COCO,15235,2017,12/22/2016 15:36
15943,Dog Individual Neutered Male,PUG,BLACK,DIENSTAG,15218,2017,3/3/2017 14:14
15944,Dog Individual Spayed Female,ENGLISH MASTIFF,FAWN,HARLEY,15237,2017,1/17/2017 9:11
15945,Dog Individual Neutered Male,TAG,BRINDLE,LEO,15241,2017,12/30/2016 12:14
15946,Dog Individual Female,CHIHUAHUA,WHITE/TAN,NENA,15025,2017,3/20/2017 8:41
15947,Dog Individual Spayed Female,AM PIT BULL TERRIER,BRINDLE,PEANUT,15144,2017,3/20/2017 8:36
15949,Dog Individual Spayed Female,DACHSHUND,BLACK/TAN,PENNY,15202,2017,3/17/2017 8:33
15951,Dog Individual Spayed Female,TAG,WHITE/TAN,POPSY,15144,2017,3/20/2017 8:36
15952,Dog Individual Neutered Male,ENG BULLDOG,WHITE/BRINDLE,PORTER,15238,2017,2/2/2017 9:43
15953,Dog Individual Male,BEAGLE MIX,BLACK/BROWN,SHREDDER,15202,2017,3/22/2017 11:41
15954,Dog Individual Neutered Male,LAB MIX,YELLOW,SPIKE,15238,2017,2/2/2017 9:43
15955,Dog Individual Male,BULLMASTIFF,BLACK,ANUBIS,15082,2017,2/27/2017 16:26
15956,Dog Individual Male,BULLMASTIFF,BLACK,ANUBIS,15082,2017,2/27/2017 16:26
15957,Dog Senior Citizen or Disability Neutered Male,ENG COCKER SPANIEL,WHITE/BLACK,FREDDIE,15237,2017,1/9/2017 16:01
15958,Dog Individual Spayed Female,LAB MIX,BLACK,COCO,15239,2017,1/3/2017 14:04
15959,Dog Senior Citizen or Disability Spayed Female,BEAGLE MIX,BROWN,MUFFIN,15235,2017,1/18/2017 13:42
15960,Dog Individual Male,BERNESE MTN DOG,WHITE/BLACK/BROWN,KUMA,15218,2017,3/3/2017 14:14
15961,Dog Individual Male,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,SONNY,15020,2017,2/9/2017 12:54
15962,Dog Senior Citizen or Disability Spayed Female,PORTUGESE WATER DOG,WHITE/BLACK,CARRIE,15143,2017,12/9/2016 10:27
15963,Dog Individual Female,COCKAPOO,BLACK WITH WHITE,LILY,15237,2017,1/10/2017 16:19
15964,Dog Individual Neutered Male,ROTTWEILER,BLACK/BROWN,FRANK,15116,2017,1/3/2017 10:08
15965,Dog Individual Neutered Male,DACHSHUND,RED,RICHIE,15112,2017,1/9/2017 9:10
15966,Dog Individual Neutered Male,GREAT PYRENEES,WHITE,JASPER,15236,2017,12/7/2016 9:57
15967,Dog Individual Neutered Male,FRENCH BULLDOG,BRINDLE,CRUZ ANTHONY,15236,2017,12/19/2016 8:21
15968,Dog Individual Female,ENG BULLDOG,BRINDLE,FRIDA,15243,2017,12/21/2016 15:30
15969,Dog Individual Spayed Female,GER SHEPHERD MIX,SABLE,LEXI,15147,2017,12/12/2016 15:32
15970,Dog Individual Spayed Female,MIXED,BLACK,GINGER,15229,2017,1/4/2017 9:01
15971,Dog Senior Citizen or Disability Female,LAB MIX,BLACK,SADIE,15146,2017,1/5/2017 16:35
15972,Dog Individual Spayed Female,COCKAPOO,WHITE,PIPER,15108,2017,12/15/2016 12:28
15973,Dog Individual Neutered Male,YORKSHIRE TERRIER,BLACK/TAN,MAXIMUS,15235,2017,12/30/2016 10:57
15974,Dog Individual Neutered Male,BOXER MIX,BRINDLE,ROCCO,15227,2017,12/16/2016 10:45
15975,Dog Individual License - FREE,BLOODHOUND,BROWN,RANGER,15122,2017,11/30/2016 8:53
15976,Dog Individual Female,MIXED,WHITE/BLACK,BELLA,15136,2017,2/17/2017 14:49
15977,Dog Individual Spayed Female,MIXED,WHITE/BROWN,BELLA,15065,2017,12/14/2016 15:43
15978,Dog Individual Spayed Female,LAB MIX,BLACK/BROWN,HAZEL,15209,2017,1/10/2017 11:21
15979,Dog Individual Neutered Male,GOLDENDOODLE,BROWN,CLARK,15017,2017,1/26/2017 15:54
15980,Dog Individual Spayed Female,LAB MIX,BROWN,MAYA,15209,2017,12/13/2016 16:03
15981,Dog Individual Neutered Male,LAB MIX,BLACK,CERVELLI,15133,2017,12/19/2016 15:13
15982,Dog Individual Neutered Male,SHIH TZU,WHITE/BLACK,SPUNKY,15236,2017,12/13/2016 13:52
15983,Dog Individual Spayed Female,JACK RUSSEL TERRIER,SPOTTED,GINGER,15228,2017,12/2/2016 16:16
15984,Dog Individual Neutered Male,SFT COAT WHEAT TERR,WHEATON,ROYSTER,15143,2017,12/19/2016 15:40
15985,Dog Individual Female,TAG,WHITE/BLACK,SCUTTLE,15102,2017,1/23/2017 16:16
15986,Dog Individual Spayed Female,AM PIT BULL TERRIER,WHITE/BRINDLE,HARLEY,15025,2017,1/10/2017 15:55
15987,Dog Individual Spayed Female,GREAT PYRENEES,WHITE,GABRIELLA,15237,2017,1/27/2017 10:36
15988,Dog Individual Female,LAB MIX,BLACK,BLOSSOM,15137,2017,1/18/2017 15:08
15989,Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERR MIX,BLACK/BROWN/GREY,COCHISE,15236,2017,12/27/2016 12:38
15990,Dog Senior Citizen or Disability Neutered Male,YORKSHIRE TERR MIX,BLACK/BROWN/GREY,CRAZY HORSE,15236,2017,12/27/2016 12:38
15991,Dog Individual Neutered Male,LAB MIX,GOLD,MAX,15137,2017,1/18/2017 15:08
15992,Dog Individual Neutered Male,LABRADOR RETRIEVER,RED,STERLING,15209,2017,12/12/2016 16:17
15993,Dog Individual Neutered Male,IRISH WOLFHOUND,BLACK/BROWN,FRANCO,15216,2017,1/9/2017 15:16
15994,Dog Individual Neutered Male,BEAGLE MIX,WHITE/BLACK/BROWN,KANE,15227,2017,1/18/2017 16:11
15995,Dog Individual Neutered Male,PUG,FAWN,LITTLE GUY,15235,2017,2/13/2017 16:01
15996,Dog Individual Spayed Female,CHINESE CRESTED,OTHER,MAMA,15235,2017,2/13/2017 16:01
15997,Dog Senior Citizen or Disability Neutered Male,LHASA APSO MIX,WHITE/TAN,MAX,15215,2017,1/9/2017 15:16
15998,Dog Individual Neutered Male,PUG,FAWN,SIG,15235,2017,2/13/2017 16:01
15999,Dog Individual Spayed Female,MIN AUS SHEPHERD,WHITE/BLACK/BROWN,ODESSA,15108,2017,2/2/2017 9:43
16000,Dog Senior Citizen or Disability Male,SIB HUSKY,BLACK,BLIZZARD,15147,2017,1/5/2017 16:35
16001,Dog Senior Citizen or Disability Neutered Male,SIB HUSKY,BLACK,BLIZZARD,15147,2017,1/5/2017 16:35
16002,Dog Individual Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,AFRIKA,15235,2017,12/28/2016 15:34
16003,Dog Individual Spayed Female,TAG,WHITE/BLACK,SKYE,15068,2017,3/16/2017 15:00
16004,Dog Individual Neutered Male,SAMOYED,WHITE,TURBO,15068,2017,3/16/2017 15:00
16005,Dog Individual Neutered Male,POODLE STANDARD,APRICOT,FARLEY,15238,2017,12/15/2016 9:58
16006,Dog Individual Neutered Male,MORKIE,BLACK,TANK,15227,2017,2/8/2017 15:41
16007,Dog Senior Citizen or Disability Neutered Male,TAG,TAN,GABRIEL,15226,2017,12/13/2016 10:51
16008,Dog Individual Female,MALTESE,WHITE,MIA,15102,2017,1/18/2017 9:06
16009,Dog Senior Citizen or Disability Female,MALTESE,WHITE,CYDNEY,15044,2017,12/19/2016 15:40
16010,Dog Individual Neutered Male,CHIHUAHUA,BLACK,MAX,15239,2017,12/28/2016 8:43
16011,Dog Individual Female,AM PIT BULL TERRIER,WHITE/BLACK,ZOEY,15135,2017,3/6/2017 8:45
16012,Dog Senior Citizen or Disability Neutered Male,MIXED,BLACK/BROWN,OPIE,15047,2017,1/12/2017 10:27
16013,Dog Senior Citizen or Disability Neutered Male,COCKER SPANIEL MIX,WHITE/BROWN,COOPER,15037,2017,12/13/2016 16:03
16014,Dog Individual Neutered Male,TERRIER MIX,WHITE/BROWN,BUSTER,15137,2017,1/4/2017 9:01
16015,Dog Individual Spayed Female,LABRADOR RETRIEVER,BROWN,JERSEY,15135,2017,1/27/2017 10:36
16016,Dog Individual Spayed Female,LABRADOODLE,WHITE,ROSIE,15236,2017,1/10/2017 13:18
16017,Dog Individual Spayed Female,LABRADOODLE,WHITE/BLACK,PEARL,15236,2017,1/10/2017 13:18
16018,Dog Individual Spayed Female,SHIH TZU,WHITE/BLACK,LEIA,15237,2017,12/12/2016 16:17
16019,Dog Senior Citizen or Disability Female,CHIHUAHUA,CHOCOLATE,CICHA,15122,2017,12/12/2016 8:44
16020,Dog Individual Neutered Male,SCHNOODLE,TAN,VALENTINO,15237,2017,1/5/2017 9:17
16021,Dog Individual Spayed Female,DACHSHUND,RED,DEXTER,15108,2017,12/14/2016 16:17
16022,Dog Individual Spayed Female,MIN PINSCHER,BROWN,MADI,15090,2017,1/5/2017 10:04
16023,Dog Individual Spayed Female,ROTTWEILER,BLACK/BROWN,HARLOW,15220,2017,1/3/2017 15:04
16024,Dog Individual Spayed Female,GER SHORTHAIR POINT,BROWN/LIVER,BAILEY,15237,2017,1/4/2017 8:38
16025,Dog Individual Neutered Male,LAB MIX,BROWN/GOLD,BEAR,15241,2017,12/29/2016 15:14
16026,Dog Individual Neutered Male,PEEKAPOO,CREAM,BISCUIT,15090,2017,1/6/2017 8:41
16027,Dog Lifetime Female,YORKSHIRE TERRIER,BLACK/TAN,BISKIT,15237,2017,1/31/2017 16:02
16028,Dog Individual Neutered Male,GOLDEN RETRIEVER,BROWN,CHANCE,15146,2017,12/16/2016 8:56
16029,Dog Individual Spayed Female,ENG BULLDOG,BRINDLE,CHEYENNE,15227,2017,1/30/2017 10:57
16030,Dog Individual Spayed Female,MORKIE,WHITE/TAN,CHLOE,15108,2017,2/14/2017 16:10
16031,Dog Individual Spayed Female,GOLDEN RETRIEVER,GOLD,HOLLY BOO,15237,2017,3/3/2017 9:11
16032,Dog Individual Neutered Male,BEAGLE MIX,WHITE/BLACK/BROWN,RASCAL,15236,2017,2/1/2017 14:35
16033,Dog Individual Spayed Female,SHEPHERD MIX,WHITE/FAWN,RYLIE,15108,2017,2/14/2017 16:10
16034,Dog Individual Spayed Female,ENG BULLDOG,FAWN,SOPHIA,15227,2017,1/30/2017 10:57
16035,Dog Individual Neutered Male,GOLDEN RETRIEVER,BLONDE,TUCKER,15146,2017,12/15/2016 12:10
16036,Dog Individual Spayed Female,AM PIT BULL TERRIER,RED,BLANCA,15104,2017,2/13/2017 11:54
16037,Dog Individual Spayed Female,LABRADOODLE,BROWN,BAILEY,15129,2017,1/3/2017 14:04
16038,Dog Senior Citizen or Disability Spayed Female,GOLDEN RETRIEVER,GOLD,LIZZY,15108,2017,1/24/2017 10:13
16039,Dog Individual Neutered Male,GREYHOUND,BROWN,TEDDY,15223,2017,12/28/2016 15:34
16040,Dog Senior Citizen or Disability Spayed Female,CAIRN TERRIER,BRINDLE,JOSEPHINE,15238,2017,12/29/2016 9:39
16041,Dog Individual Spayed Female,LABRADOR RETRIEVER,YELLOW,DAISY,15140,2017,2/7/2017 16:05
16042,Dog Senior Citizen or Disability Spayed Female,TAG,WHITE,SOPHIA,15133,2017,1/27/2017 12:25
16043,Dog Individual Female,AM PIT BULL TERRIER,WHITE,BELLA,15084,2017,2/10/2017 8:37
